"Bacteria","Climate_Variable","Lag_Years","x_value","Density","Scaled_Density"
"3GCR-Ec","Temperature",3,-2.45768177068214,0.000865233033060254,0.00362521977307003
"3GCR-Ec","Temperature",3,-2.38196126561672,0.000878002838730543,0.00367872368501668
"3GCR-Ec","Temperature",3,-2.3062407605513,0.000889543451477752,0.00372707743010724
"3GCR-Ec","Temperature",3,-2.23052025548588,0.000899938750393705,0.00377063245139878
"3GCR-Ec","Temperature",3,-2.15479975042046,0.000909659802154554,0.00381136246020788
"3GCR-Ec","Temperature",3,-2.07907924535504,0.00091892399618531,0.00385017829143322
"3GCR-Ec","Temperature",3,-2.00335874028962,0.000927972378939683,0.00388808990000812
"3GCR-Ec","Temperature",3,-1.9276382352242,0.000937160173383957,0.00392658562638195
"3GCR-Ec","Temperature",3,-1.85191773015878,0.000947106311411344,0.00396825871890714
"3GCR-Ec","Temperature",3,-1.77619722509336,0.000958192013492299,0.00401470644437146
"3GCR-Ec","Temperature",3,-1.70047672002794,0.000970851791285489,0.00406774935307343
"3GCR-Ec","Temperature",3,-1.62475621496252,0.000985548353099712,0.00412932613580054
"3GCR-Ec","Temperature",3,-1.5490357098971,0.00100344472601841,0.00420430973269539
"3GCR-Ec","Temperature",3,-1.47331520483168,0.00102548280145886,0.00429664655271317
"3GCR-Ec","Temperature",3,-1.39759469976626,0.00105188509126222,0.00440726889304491
"3GCR-Ec","Temperature",3,-1.32187419470084,0.00108333549696359,0.0045390422168354
"3GCR-Ec","Temperature",3,-1.24615368963542,0.0011205486967645,0.00469496093766873
"3GCR-Ec","Temperature",3,-1.17043318457,0.00116615090297617,0.00488602856146185
"3GCR-Ec","Temperature",3,-1.09471267950458,0.00122077657381139,0.00511490338993281
"3GCR-Ec","Temperature",3,-1.01899217443916,0.00128455222254855,0.00538211549812589
"3GCR-Ec","Temperature",3,-0.943271669373743,0.00135842077006667,0.00569161560831413
"3GCR-Ec","Temperature",3,-0.867551164308323,0.00144335479401268,0.00604747870097302
"3GCR-Ec","Temperature",3,-0.791830659242903,0.00154428555712782,0.00647036615923604
"3GCR-Ec","Temperature",3,-0.716110154177483,0.00166042230795354,0.00695696483194781
"3GCR-Ec","Temperature",3,-0.640389649112064,0.00179201436601133,0.00750831933717609
"3GCR-Ec","Temperature",3,-0.564669144046643,0.00194022470123443,0.00812930237561114
"3GCR-Ec","Temperature",3,-0.488948638981223,0.00210623672387675,0.00882487229036771
"3GCR-Ec","Temperature",3,-0.413228133915803,0.0022981648015694,0.00962902728176669
"3GCR-Ec","Temperature",3,-0.337507628850383,0.00251219577695194,0.0105257906904197
"3GCR-Ec","Temperature",3,-0.261787123784963,0.00274904769314213,0.0115181710284949
"3GCR-Ec","Temperature",3,-0.186066618719543,0.00300996441077263,0.0126113799187439
"3GCR-Ec","Temperature",3,-0.110346113654122,0.00329665374312286,0.0138125728883285
"3GCR-Ec","Temperature",3,-0.0346256085887022,0.00361953203732374,0.0151653931479667
"3GCR-Ec","Temperature",3,0.041094896476717,0.00397134346370748,0.0166394396655937
"3GCR-Ec","Temperature",3,0.116815401542137,0.00435316424328241,0.0182392216745957
"3GCR-Ec","Temperature",3,0.192535906607557,0.00476601960598939,0.0199690347620708
"3GCR-Ec","Temperature",3,0.268256411672978,0.00521293560053798,0.0218415576991672
"3GCR-Ec","Temperature",3,0.343976916738398,0.00570275406483348,0.0238938366969978
"3GCR-Ec","Temperature",3,0.419697421803818,0.00622684004293004,0.0260896923543627
"3GCR-Ec","Temperature",3,0.495417926869238,0.00678563994155937,0.0284309950604506
"3GCR-Ec","Temperature",3,0.571138431934658,0.00737948651390966,0.0309191390101098
"3GCR-Ec","Temperature",3,0.646858937000078,0.00801230987517633,0.0335705909016429
"3GCR-Ec","Temperature",3,0.722579442065499,0.00868871180324567,0.0364046316172485
"3GCR-Ec","Temperature",3,0.798299947130918,0.00939959486555426,0.0393831440356968
"3GCR-Ec","Temperature",3,0.874020452196338,0.0101442284109645,0.0425030668187703
"3GCR-Ec","Temperature",3,0.949740957261758,0.010921708857228,0.0457606140682098
"3GCR-Ec","Temperature",3,1.02546146232718,0.0117353100578888,0.0491695028268799
"3GCR-Ec","Temperature",3,1.1011819673926,0.0125836575927606,0.0527239744435897
"3GCR-Ec","Temperature",3,1.17690247245802,0.013458417463531,0.0563891104925323
"3GCR-Ec","Temperature",3,1.25262297752344,0.0143572801902062,0.0601552345371651
"3GCR-Ec","Temperature",3,1.32834348258886,0.0152777412955946,0.0640118531267184
"3GCR-Ec","Temperature",3,1.40406398765428,0.0162196212630894,0.067958214108735
"3GCR-Ec","Temperature",3,1.4797844927197,0.0171764904167349,0.0719673779333837
"3GCR-Ec","Temperature",3,1.55550499778512,0.0181419043386942,0.0760123432841693
"3GCR-Ec","Temperature",3,1.63122550285054,0.0191120304707972,0.0800770522147017
"3GCR-Ec","Temperature",3,1.70694600791596,0.0200828884355163,0.0841448274337013
"3GCR-Ec","Temperature",3,1.78266651298138,0.0210475183313353,0.0881865078115863
"3GCR-Ec","Temperature",3,1.8583870180468,0.0219990102179337,0.0921731415500279
"3GCR-Ec","Temperature",3,1.93410752311222,0.0229332975614908,0.0960876903734965
"3GCR-Ec","Temperature",3,2.00982802817764,0.0238457437182188,0.0999107273159634
"3GCR-Ec","Temperature",3,2.08554853324306,0.0247316881679775,0.103622725372426
"3GCR-Ec","Temperature",3,2.16126903830848,0.0255750952640975,0.107156497159649
"3GCR-Ec","Temperature",3,2.2369895433739,0.0263757698800826,0.110511225121662
"3GCR-Ec","Temperature",3,2.31271004843932,0.0271315746330719,0.113677953887699
"3GCR-Ec","Temperature",3,2.38843055350474,0.0278383583588429,0.116639290591277
"3GCR-Ec","Temperature",3,2.46415105857016,0.0284921151664279,0.119378451042945
"3GCR-Ec","Temperature",3,2.53987156363558,0.0290682908018698,0.121792555944809
"3GCR-Ec","Temperature",3,2.615592068701,0.0295798709865822,0.123936013869168
"3GCR-Ec","Temperature",3,2.69131257376642,0.0300255440868247,0.125803329232302
"3GCR-Ec","Temperature",3,2.76703307883184,0.0304030690318329,0.127385112223909
"3GCR-Ec","Temperature",3,2.84275358389726,0.0307088297484389,0.128666211943077
"3GCR-Ec","Temperature",3,2.91847408896268,0.0309191897130823,0.129547594269166
"3GCR-Ec","Temperature",3,2.9941945940281,0.0310568281436976,0.130124282330226
"3GCR-Ec","Temperature",3,3.06991509909352,0.0311220127729843,0.130397397893272
"3GCR-Ec","Temperature",3,3.14563560415894,0.0311153759913497,0.130369590596172
"3GCR-Ec","Temperature",3,3.22135610922436,0.0310333419346061,0.130025878008685
"3GCR-Ec","Temperature",3,3.29707661428978,0.030864503371771,0.129318465238877
"3GCR-Ec","Temperature",3,3.3727971193552,0.0306316168223389,0.128342699298808
"3GCR-Ec","Temperature",3,3.44851762442062,0.0303379362006475,0.127112213688523
"3GCR-Ec","Temperature",3,3.52423812948604,0.0299870297657839,0.12564195897383
"3GCR-Ec","Temperature",3,3.59995863455146,0.0295776999909679,0.123926917665108
"3GCR-Ec","Temperature",3,3.67567913961688,0.0291120950286402,0.121976090256335
"3GCR-Ec","Temperature",3,3.7513996446823,0.0286079234441138,0.119863673453684
"3GCR-Ec","Temperature",3,3.82712014974772,0.0280706404188016,0.117612523794953
"3GCR-Ec","Temperature",3,3.90284065481314,0.0275058720476995,0.115246213924787
"3GCR-Ec","Temperature",3,3.97856115987856,0.026917725741761,0.112781953388865
"3GCR-Ec","Temperature",3,4.05428166494398,0.0263166108694539,0.110263356158167
"3GCR-Ec","Temperature",3,4.1300021700094,0.025712671589693,0.107732925008331
"3GCR-Ec","Temperature",3,4.20572267507482,0.0251121510740579,0.105216818058837
"3GCR-Ec","Temperature",3,4.28144318014024,0.0245212836010005,0.102741156168057
"3GCR-Ec","Temperature",3,4.35716368520566,0.0239516995628503,0.100354669246465
"3GCR-Ec","Temperature",3,4.43288419027108,0.0234130652632675,0.0980978579150776
"3GCR-Ec","Temperature",3,4.5086046953365,0.0229084732362444,0.0959836795101825
"3GCR-Ec","Temperature",3,4.58432520040192,0.0224434681302079,0.0940353654253406
"3GCR-Ec","Temperature",3,4.66004570546734,0.0220234323085481,0.092275467099807
"3GCR-Ec","Temperature",3,4.73576621053276,0.0216680081124683,0.0907862835224087
"3GCR-Ec","Temperature",3,4.81148671559818,0.0213776695494104,0.0895698007259077
"3GCR-Ec","Temperature",3,4.8872072206636,0.0211510714433965,0.0886203825887425
"3GCR-Ec","Temperature",3,4.96292772572902,0.0209919942037248,0.0879538685599569
"3GCR-Ec","Temperature",3,5.03864823079444,0.0209039706985803,0.0875850609218389
"3GCR-Ec","Temperature",3,5.11436873585986,0.02091316337551,0.087623577105225
"3GCR-Ec","Temperature",3,5.19008924092528,0.0210062830748802,0.0880137371690694
"3GCR-Ec","Temperature",3,5.2658097459907,0.0211807226564454,0.0887446175170601
"3GCR-Ec","Temperature",3,5.34153025105612,0.0214380930071012,0.0898229675667567
"3GCR-Ec","Temperature",3,5.41725075612154,0.0217797497030137,0.0912544670152263
"3GCR-Ec","Temperature",3,5.49297126118696,0.0222354520129171,0.093163803530792
"3GCR-Ec","Temperature",3,5.56869176625238,0.022778512891311,0.0954391616818456
"3GCR-Ec","Temperature",3,5.6444122713178,0.0234074983991484,0.0980745334405052
"3GCR-Ec","Temperature",3,5.72013277638322,0.0241220596817653,0.101068457148724
"3GCR-Ec","Temperature",3,5.79585328144864,0.0249240847761305,0.10442884344871
"3GCR-Ec","Temperature",3,5.87157378651406,0.0258362395898201,0.108250659699753
"3GCR-Ec","Temperature",3,5.94729429157948,0.0268299461865517,0.11241416787091
"3GCR-Ec","Temperature",3,6.0230147966449,0.0279036032707748,0.116912658731177
"3GCR-Ec","Temperature",3,6.09873530171032,0.0290554864047004,0.121738907098744
"3GCR-Ec","Temperature",3,6.17445580677574,0.0302891049304829,0.126907616684733
"3GCR-Ec","Temperature",3,6.25017631184116,0.0316156799675737,0.132465802596698
"3GCR-Ec","Temperature",3,6.32589681690658,0.0330119589716766,0.138316039539795
"3GCR-Ec","Temperature",3,6.401617321972,0.0344755463945102,0.144448290461961
"3GCR-Ec","Temperature",3,6.47733782703742,0.0360039919519926,0.15085228897488
"3GCR-Ec","Temperature",3,6.55305833210284,0.0376016057403105,0.157546093850377
"3GCR-Ec","Temperature",3,6.62877883716826,0.0392704389259666,0.164538299223302
"3GCR-Ec","Temperature",3,6.70449934223368,0.0409935492855803,0.171757919265731
"3GCR-Ec","Temperature",3,6.7802198472991,0.0427682312260173,0.179193617875881
"3GCR-Ec","Temperature",3,6.85594035236452,0.0445917596868117,0.186833977386251
"3GCR-Ec","Temperature",3,6.93166085742994,0.0464680554067333,0.194695425209074
"3GCR-Ec","Temperature",3,7.00738136249536,0.0483931392321062,0.20276128918086
"3GCR-Ec","Temperature",3,7.08310186756078,0.0503557261667502,0.210984286558428
"3GCR-Ec","Temperature",3,7.1588223726262,0.0523529578757376,0.219352441270708
"3GCR-Ec","Temperature",3,7.23454287769162,0.0543819527763494,0.227853679841247
"3GCR-Ec","Temperature",3,7.31026338275704,0.0564446175646289,0.236495991091476
"3GCR-Ec","Temperature",3,7.38598388782246,0.0585339054469942,0.245249849824767
"3GCR-Ec","Temperature",3,7.46170439288788,0.0606427560482854,0.254085673939354
"3GCR-Ec","Temperature",3,7.5374248979533,0.0627680144041895,0.2629902445236
"3GCR-Ec","Temperature",3,7.61314540301872,0.0649064740356463,0.271950126825423
"3GCR-Ec","Temperature",3,7.68886590808414,0.0670557114879248,0.280955166868179
"3GCR-Ec","Temperature",3,7.76458641314956,0.0692086024436435,0.289975514640074
"3GCR-Ec","Temperature",3,7.84030691821498,0.071360684561951,0.298992473482901
"3GCR-Ec","Temperature",3,7.9160274232804,0.0735082607451099,0.307990553012788
"3GCR-Ec","Temperature",3,7.99174792834583,0.0756475594499822,0.316953950928811
"3GCR-Ec","Temperature",3,8.06746843341124,0.0777687682825401,0.325841554509318
"3GCR-Ec","Temperature",3,8.14318893847666,0.0798686695048626,0.334639881828991
"3GCR-Ec","Temperature",3,8.21890944354208,0.0819437658111112,0.343334279607391
"3GCR-Ec","Temperature",3,8.2946299486075,0.0839897552959224,0.351906723391231
"3GCR-Ec","Temperature",3,8.37035045367293,0.0860022748066899,0.360338932108828
"3GCR-Ec","Temperature",3,8.44607095873834,0.0879608790181984,0.368545242367309
"3GCR-Ec","Temperature",3,8.52179146380377,0.089871823462458,0.376551864074834
"3GCR-Ec","Temperature",3,8.59751196886918,0.091730890798614,0.384341127092988
"3GCR-Ec","Temperature",3,8.67323247393461,0.093533505466099,0.391893860386907
"3GCR-Ec","Temperature",3,8.74895297900003,0.0952726903468473,0.399180830691789
"3GCR-Ec","Temperature",3,8.82467348406544,0.0969223520760074,0.406092710024778
"3GCR-Ec","Temperature",3,8.90039398913087,0.0984973161971491,0.412691615586259
"3GCR-Ec","Temperature",3,8.97611449419628,0.0999933464483204,0.418959797960752
"3GCR-Ec","Temperature",3,9.05183499926171,0.101406309362319,0.424879938430105
"3GCR-Ec","Temperature",3,9.12755550432713,0.102724756184434,0.430404068123085
"3GCR-Ec","Temperature",3,9.20327600939255,0.10392489948951,0.435432520659956
"3GCR-Ec","Temperature",3,9.27899651445797,0.105027012794521,0.440050239578244
"3GCR-Ec","Temperature",3,9.35471701952339,0.106028053149301,0.444244475291777
"3GCR-Ec","Temperature",3,9.43043752458881,0.106925171543137,0.448003290796792
"3GCR-Ec","Temperature",3,9.50615802965422,0.107702071077195,0.451258404095686
"3GCR-Ec","Temperature",3,9.58187853471964,0.108344039408415,0.453948172284255
"3GCR-Ec","Temperature",3,9.65759903978507,0.108873626007364,0.456167074865069
"3GCR-Ec","Temperature",3,9.73331954485049,0.109289625865847,0.4579100630023
"3GCR-Ec","Temperature",3,9.80904004991591,0.109591073091058,0.459173089724142
"3GCR-Ec","Temperature",3,9.88476055498132,0.109757849780541,0.459871863498718
"3GCR-Ec","Temperature",3,9.96048106004675,0.109788432183979,0.46
"3GCR-Ec","Temperature",3,10.0362015651122,0.109704151530901,0.459646874450754
"3GCR-Ec","Temperature",3,10.1119220701776,0.109505802141952,0.458815814956586
"3GCR-Ec","Temperature",3,10.187642575243,0.109194401214916,0.45751108345084
"3GCR-Ec","Temperature",3,10.2633630803084,0.10874817444875,0.455641448295725
"3GCR-Ec","Temperature",3,10.3390835853738,0.10817879834203,0.453255832581201
"3GCR-Ec","Temperature",3,10.4148040904393,0.107503675623335,0.450427151595218
"3GCR-Ec","Temperature",3,10.4905245955047,0.106725266400873,0.447165712887973
"3GCR-Ec","Temperature",3,10.5662451005701,0.10584619303915,0.443482503843552
"3GCR-Ec","Temperature",3,10.6419656056355,0.104845703666604,0.439290576677677
"3GCR-Ec","Temperature",3,10.7176861107009,0.103745065215462,0.434679037215331
"3GCR-Ec","Temperature",3,10.7934066157664,0.102556576143987,0.429699414480923
"3GCR-Ec","Temperature",3,10.8691271208318,0.101283781447639,0.424366561568524
"3GCR-Ec","Temperature",3,10.9448476258972,0.0999303197345547,0.418695723797787
"3GCR-Ec","Temperature",3,11.0205681309626,0.0984791477851991,0.412615492179351
"3GCR-Ec","Temperature",3,11.096288636028,0.0969556469283637,0.406232211352734
"3GCR-Ec","Temperature",3,11.1720091410935,0.0953674413123709,0.399577825559772
"3GCR-Ec","Temperature",3,11.2477296461589,0.0937186499869685,0.392669593111255
"3GCR-Ec","Temperature",3,11.3234501512243,0.0920134388861019,0.385524968756987
"3GCR-Ec","Temperature",3,11.3991706562897,0.0902410821785241,0.378099012585943
"3GCR-Ec","Temperature",3,11.4748911613551,0.0884253071294654,0.370491138915179
"3GCR-Ec","Temperature",3,11.5506116664206,0.0865706497263734,0.362720352973062
"3GCR-Ec","Temperature",3,11.626332171486,0.0846815211306951,0.354805136982403
"3GCR-Ec","Temperature",3,11.7020526765514,0.0827614148518656,0.346760128317178
"3GCR-Ec","Temperature",3,11.7777731816168,0.0808114231359494,0.338589903353783
"3GCR-Ec","Temperature",3,11.8534936866822,0.0788452158464395,0.330351737135517
"3GCR-Ec","Temperature",3,11.9292141917477,0.0768673419489309,0.322064689267583
"3GCR-Ec","Temperature",3,12.0049346968131,0.0748823573516178,0.313747848443826
"3GCR-Ec","Temperature",3,12.0806552018785,0.0728952577891701,0.305422146176813
"3GCR-Ec","Temperature",3,12.1563757069439,0.0709145277271325,0.297123131331511
"3GCR-Ec","Temperature",3,12.2320962120093,0.0689451997409099,0.288871889778627
"3GCR-Ec","Temperature",3,12.3078167170748,0.0669917584638075,0.280687211579004
"3GCR-Ec","Temperature",3,12.3835372221402,0.0650586523176411,0.272587735071803
"3GCR-Ec","Temperature",3,12.4592577272056,0.0631544684423827,0.264609439315187
"3GCR-Ec","Temperature",3,12.534978232271,0.0612894465498771,0.256795227439797
"3GCR-Ec","Temperature",3,12.6106987373364,0.0594620434823378,0.249138633804691
"3GCR-Ec","Temperature",3,12.6864192424019,0.0576761914448676,0.241656133864627
"3GCR-Ec","Temperature",3,12.7621397474673,0.0559357118144272,0.234363738718106
"3GCR-Ec","Temperature",3,12.8378602525327,0.0542539042566653,0.227317172325082
"3GCR-Ec","Temperature",3,12.9135807575981,0.0526367582570476,0.220541529891483
"3GCR-Ec","Temperature",3,12.9893012626635,0.0510784528330197,0.21401242221781
"3GCR-Ec","Temperature",3,13.065021767729,0.0495816658201389,0.207741069105022
"3GCR-Ec","Temperature",3,13.1407422727944,0.0481488799749904,0.201737872997222
"3GCR-Ec","Temperature",3,13.2164627778598,0.0467975279216671,0.19607587444088
"3GCR-Ec","Temperature",3,13.2921832829252,0.0455245479222811,0.190742245131589
"3GCR-Ec","Temperature",3,13.3679037879907,0.0443222996637545,0.185704973099182
"3GCR-Ec","Temperature",3,13.4436242930561,0.0431915637474474,0.180967328967151
"3GCR-Ec","Temperature",3,13.5193447981215,0.042132869601552,0.176531530974373
"3GCR-Ec","Temperature",3,13.5950653031869,0.0411652251721856,0.17247722007245
"3GCR-Ec","Temperature",3,13.6707858082523,0.0402750247834878,0.168747390156355
"3GCR-Ec","Temperature",3,13.7465063133178,0.0394549751484178,0.165311483252246
"3GCR-Ec","Temperature",3,13.8222268183832,0.0387037018749811,0.162163740827054
"3GCR-Ec","Temperature",3,13.8979473234486,0.0380195819863982,0.159297362808095
"3GCR-Ec","Temperature",3,13.973667828514,0.0374191780159055,0.156781744168384
"3GCR-Ec","Temperature",3,14.0493883335794,0.0368813519441785,0.154528319212102
"3GCR-Ec","Temperature",3,14.1251088386449,0.0364004130455694,0.152513244500138
"3GCR-Ec","Temperature",3,14.2008293437103,0.0359731359469566,0.150723006116621
"3GCR-Ec","Temperature",3,14.2765498487757,0.0355962481645351,0.149143892757726
"3GCR-Ec","Temperature",3,14.3522703538411,0.0352792207685042,0.147815587040327
"3GCR-Ec","Temperature",3,14.4279908589065,0.0350005680956387,0.146648066683507
"3GCR-Ec","Temperature",3,14.503711363972,0.0347560822469262,0.145623701109006
"3GCR-Ec","Temperature",3,14.5794318690374,0.0345414937934416,0.144724601935812
"3GCR-Ec","Temperature",3,14.6551523741028,0.0343533410780763,0.14393626524727
"3GCR-Ec","Temperature",3,14.7308728791682,0.0341892460931285,0.143248727484189
"3GCR-Ec","Temperature",3,14.8065933842336,0.0340372364587163,0.142611825850395
"3GCR-Ec","Temperature",3,14.8823138892991,0.0338930069266028,0.142007521886376
"3GCR-Ec","Temperature",3,14.9580343943645,0.033752320392191,0.141418062646072
"3GCR-Ec","Temperature",3,15.0337548994299,0.0336103455520888,0.140823205563701
"3GCR-Ec","Temperature",3,15.1094754044953,0.0334593387089169,0.140190505501615
"3GCR-Ec","Temperature",3,15.1851959095607,0.0332960896218285,0.139506511946313
"3GCR-Ec","Temperature",3,15.2609164146262,0.033117271117723,0.138757284452557
"3GCR-Ec","Temperature",3,15.3366369196916,0.0329197359575338,0.137929636476541
"3GCR-Ec","Temperature",3,15.412357424757,0.0326969954990023,0.136996381406892
"3GCR-Ec","Temperature",3,15.4880779298224,0.0324428384056272,0.135931494509185
"3GCR-Ec","Temperature",3,15.5637984348878,0.0321601951442466,0.134747254078306
"3GCR-Ec","Temperature",3,15.6395189399533,0.0318475364995699,0.133437252890656
"3GCR-Ec","Temperature",3,15.7152394450187,0.0315035803039021,0.131996118821612
"3GCR-Ec","Temperature",3,15.7909599500841,0.0311213635032229,0.130394677532991
"3GCR-Ec","Temperature",3,15.8666804551495,0.0307006842776925,0.128632083424536
"3GCR-Ec","Temperature",3,15.9424009602149,0.0302473556857785,0.126732692494798
"3GCR-Ec","Temperature",3,16.0181214652804,0.0297619940132118,0.124699086905035
"3GCR-Ec","Temperature",3,16.0938419703458,0.0292454653677379,0.122534895539957
"3GCR-Ec","Temperature",3,16.1695624754112,0.0286929029332066,0.120219727039705
"3GCR-Ec","Temperature",3,16.2452829804766,0.0281103444429684,0.117778878762898
"3GCR-Ec","Temperature",3,16.321003485542,0.0275037596036358,0.115237363044508
"3GCR-Ec","Temperature",3,16.3967239906074,0.026875655162205,0.112605682845505
"3GCR-Ec","Temperature",3,16.4724444956729,0.0262287198987544,0.109895103823039
"3GCR-Ec","Temperature",3,16.5481650007383,0.0255632597072257,0.107106907635027
"3GCR-Ec","Temperature",3,16.6238855058037,0.0248874625227868,0.104275400720701
"3GCR-Ec","Temperature",3,16.6996060108691,0.0242060044323994,0.101420175308129
"3GCR-Ec","Temperature",3,16.7753265159346,0.0235224550018177,0.0985561874378886
"3GCR-Ec","Temperature",3,16.851047021,0.0228404432501393,0.0956986422527429
"3GCR-Ec","Temperature",3,16.9267675260654,0.0221676087361133,0.0928795485623135
"3GCR-Ec","Temperature",3,17.0024880311308,0.0215078301761828,0.0901151577104666
"3GCR-Ec","Temperature",3,17.0782085361962,0.0208644229679134,0.0874193608043959
"3GCR-Ec","Temperature",3,17.1539290412617,0.0202408647649284,0.0848067287841805
"3GCR-Ec","Temperature",3,17.2296495463271,0.0196408078359613,0.0822925642056908
"3GCR-Ec","Temperature",3,17.3053700513925,0.0190784178052863,0.0799362192887968
"3GCR-Ec","Temperature",3,17.3810905564579,0.0185484892747158,0.0777158840566299
"3GCR-Ec","Temperature",3,17.4568110615233,0.0180535185583215,0.0756420177574936
"3GCR-Ec","Temperature",3,17.5325315665888,0.0175958143380074,0.0737242934840321
"3GCR-Ec","Temperature",3,17.6082520716542,0.0171797406155606,0.0719809958658933
"3GCR-Ec","Temperature",3,17.6839725767196,0.0168181174001505,0.0704658391614975
"3GCR-Ec","Temperature",3,17.759693081785,0.0165002683563895,0.0691340908413735
"3GCR-Ec","Temperature",3,17.8354135868504,0.0162269411817342,0.0679888836657148
"3GCR-Ec","Temperature",3,17.9111340919159,0.0159986607123219,0.0670324166332529
"3GCR-Ec","Temperature",3,17.9868545969813,0.0158201115021393,0.0662843174478453
"3GCR-Ec","Temperature",3,18.0625751020467,0.015697765637102,0.0657717033518278
