"Bacteria","Climate_Variable","Lag_Years","x_value","x_scaled","OR","Lower_95CI","Upper_95CI","Relationship_Type"
"3GCR-Ec","Temperature",3,-8.49874895746455,-3.06243018510385,0.772118195590363,0.589648932916733,1.01155709163142,"Threshold"
"3GCR-Ec","Temperature",3,-8.45704753961635,-3.05646706351134,0.773016882608978,0.591114121855593,1.0114836249114,"Threshold"
"3GCR-Ec","Temperature",3,-8.41534612176814,-3.05050394191883,0.773915786132091,0.592577115878121,1.01141506562189,"Threshold"
"3GCR-Ec","Temperature",3,-8.37364470391994,-3.04454082032631,0.774814803323624,0.594037665624141,1.0113513496222,"Threshold"
"3GCR-Ec","Temperature",3,-8.33194328607173,-3.0385776987338,0.775713931479735,0.595495764654687,1.01129247495857,"Threshold"
"3GCR-Ec","Temperature",3,-8.29024186822352,-3.03261457714129,0.776613167896585,0.596951406530794,1.01123843967724,"Threshold"
"3GCR-Ec","Temperature",3,-8.24854045037531,-3.02665145554877,0.777512509870331,0.598404584813497,1.01118924182446,"Threshold"
"3GCR-Ec","Temperature",3,-8.20683903252711,-3.02068833395626,0.778411954697133,0.599855293063829,1.01114487944647,"Threshold"
"3GCR-Ec","Temperature",3,-8.1651376146789,-3.01472521236375,0.779311499673151,0.601303524842826,1.01110535058952,"Threshold"
"3GCR-Ec","Temperature",3,-8.12343619683069,-3.00876209077124,0.780211142094543,0.602749273711521,1.01107065329985,"Threshold"
"3GCR-Ec","Temperature",3,-8.08173477898249,-3.00279896917872,0.781110879257468,0.604192533230949,1.01104078562371,"Threshold"
"3GCR-Ec","Temperature",3,-8.04003336113428,-2.99683584758621,0.782010708458087,0.605633296962145,1.01101574560733,"Threshold"
"3GCR-Ec","Temperature",3,-7.99833194328607,-2.9908727259937,0.782910626992557,0.607071558466143,1.01099553129697,"Threshold"
"3GCR-Ec","Temperature",3,-7.95663052543787,-2.98490960440118,0.783810632157038,0.608507311303978,1.01098014073887,"Threshold"
"3GCR-Ec","Temperature",3,-7.91492910758966,-2.97894648280867,0.784710721247689,0.609940549036683,1.01096957197927,"Threshold"
"3GCR-Ec","Temperature",3,-7.87322768974145,-2.97298336121616,0.78561089156067,0.611371265225293,1.01096382306443,"Threshold"
"3GCR-Ec","Temperature",3,-7.83152627189325,-2.96702023962365,0.786511140392139,0.612799453430843,1.01096289204057,"Threshold"
"3GCR-Ec","Temperature",3,-7.78982485404504,-2.96105711803113,0.787411465038255,0.614225107214368,1.01096677695395,"Threshold"
"3GCR-Ec","Temperature",3,-7.74812343619683,-2.95509399643862,0.788311862795178,0.615648220136901,1.01097547585081,"Threshold"
"3GCR-Ec","Temperature",3,-7.70642201834863,-2.94913087484611,0.789212330959067,0.617068785759477,1.0109889867774,"Threshold"
"3GCR-Ec","Temperature",3,-7.66472060050042,-2.94316775325359,0.790112866826082,0.61848679764313,1.01100730777996,"Threshold"
"3GCR-Ec","Temperature",3,-7.62301918265221,-2.93720463166108,0.79101346769238,0.619902249348895,1.01103043690473,"Threshold"
"3GCR-Ec","Temperature",3,-7.58131776480401,-2.93124151006857,0.791914130854121,0.621315134437807,1.01105837219796,"Threshold"
"3GCR-Ec","Temperature",3,-7.5396163469558,-2.92527838847605,0.792814853607465,0.6227254464709,1.0110911117059,"Threshold"
"3GCR-Ec","Temperature",3,-7.49791492910759,-2.91931526688354,0.793715633248571,0.624133179009207,1.01112865347479,"Threshold"
"3GCR-Ec","Temperature",3,-7.45621351125938,-2.91335214529103,0.794616467073597,0.625538325613765,1.01117099555086,"Threshold"
"3GCR-Ec","Temperature",3,-7.41451209341118,-2.90738902369852,0.795517352378703,0.626940879845606,1.01121813598038,"Threshold"
"3GCR-Ec","Temperature",3,-7.37281067556297,-2.901425902106,0.796418286460048,0.628340835265766,1.01127007280958,"Threshold"
"3GCR-Ec","Temperature",3,-7.33110925771476,-2.89546278051349,0.797319266613792,0.629738185435279,1.0113268040847,"Threshold"
"3GCR-Ec","Temperature",3,-7.28940783986656,-2.88949965892098,0.798220290136093,0.63113292391518,1.01138832785199,"Threshold"
"3GCR-Ec","Temperature",3,-7.24770642201835,-2.88353653732846,0.79912135432311,0.632525044266502,1.0114546421577,"Threshold"
"3GCR-Ec","Temperature",3,-7.20600500417014,-2.87757341573595,0.800022456471003,0.63391454005028,1.01152574504807,"Threshold"
"3GCR-Ec","Temperature",3,-7.16430358632194,-2.87161029414344,0.80092359387593,0.63530140482755,1.01160163456934,"Threshold"
"3GCR-Ec","Temperature",3,-7.12260216847373,-2.86564717255093,0.801824763834052,0.636685632159344,1.01168230876777,"Threshold"
"3GCR-Ec","Temperature",3,-7.08090075062552,-2.85968405095841,0.802725963641526,0.638067215606698,1.01176776568958,"Threshold"
"3GCR-Ec","Temperature",3,-7.03919933277732,-2.8537209293659,0.803627190594513,0.639446148730646,1.01185800338103,"Threshold"
"3GCR-Ec","Temperature",3,-6.99749791492911,-2.84775780777339,0.804528441989171,0.640822425092223,1.01195301988837,"Threshold"
"3GCR-Ec","Temperature",3,-6.95579649708091,-2.84179468618087,0.805429715121659,0.642196038252462,1.01205281325783,"Threshold"
"3GCR-Ec","Temperature",3,-6.91409507923269,-2.83583156458836,0.806331007288138,0.643566981772399,1.01215738153566,"Threshold"
"3GCR-Ec","Temperature",3,-6.87239366138449,-2.82986844299585,0.807232462715256,0.64493553532573,1.01226689850896,"Threshold"
"3GCR-Ec","Temperature",3,-6.83069224353628,-2.82390532140333,0.808134217536413,0.64630196412887,1.01238152687496,"Threshold"
"3GCR-Ec","Temperature",3,-6.78899082568807,-2.81794219981082,0.809036256907895,0.647666240056928,1.01250124804513,"Threshold"
"3GCR-Ec","Temperature",3,-6.74728940783987,-2.81197907821831,0.809938565985984,0.649028334985011,1.01262604343092,"Threshold"
"3GCR-Ec","Temperature",3,-6.70558798999166,-2.8060159566258,0.810841129926965,0.650388220788229,1.01275589444379,"Threshold"
"3GCR-Ec","Temperature",3,-6.66388657214346,-2.80005283503328,0.811743933887122,0.651745869341691,1.0128907824952,"Threshold"
"3GCR-Ec","Temperature",3,-6.62218515429525,-2.79408971344077,0.812646963022738,0.653101252520505,1.0130306889966,"Threshold"
"3GCR-Ec","Temperature",3,-6.58048373644704,-2.78812659184826,0.813550202490097,0.65445434219978,1.01317559535946,"Threshold"
"3GCR-Ec","Temperature",3,-6.53878231859884,-2.78216347025574,0.814453637445484,0.655805110254625,1.01332548299523,"Threshold"
"3GCR-Ec","Temperature",3,-6.49708090075063,-2.77620034866323,0.815357253045181,0.657153528560149,1.01348033331537,"Threshold"
"3GCR-Ec","Temperature",3,-6.45537948290242,-2.77023722707072,0.816261034445474,0.65849956899146,1.01364012773133,"Threshold"
"3GCR-Ec","Temperature",3,-6.41367806505422,-2.76427410547821,0.817164966802647,0.659843203423666,1.01380484765458,"Threshold"
"3GCR-Ec","Temperature",3,-6.37197664720601,-2.75831098388569,0.818069035272982,0.661184403731878,1.01397447449658,"Threshold"
"3GCR-Ec","Temperature",3,-6.3302752293578,-2.75234786229318,0.818973225012764,0.662523141791203,1.01414898966877,"Threshold"
"3GCR-Ec","Temperature",3,-6.28857381150959,-2.74638474070067,0.819877521178277,0.66385938947675,1.01432837458262,"Threshold"
"3GCR-Ec","Temperature",3,-6.24687239366139,-2.74042161910815,0.820781908925805,0.665193118663628,1.01451261064959,"Threshold"
"3GCR-Ec","Temperature",3,-6.20517097581318,-2.73445849751564,0.821686373411631,0.666524301226946,1.01470167928114,"Threshold"
"3GCR-Ec","Temperature",3,-6.16346955796497,-2.72849537592313,0.82259089979204,0.667852909041813,1.01489556188872,"Threshold"
"3GCR-Ec","Temperature",3,-6.12176814011677,-2.72253225433062,0.823495473223316,0.669178913983337,1.01509423988378,"Threshold"
"3GCR-Ec","Temperature",3,-6.08006672226856,-2.7165691327381,0.824400078861742,0.670502287926627,1.0152976946778,"Threshold"
"3GCR-Ec","Temperature",3,-6.03836530442035,-2.71060601114559,0.825304701863602,0.671823002746791,1.01550590768223,"Threshold"
"3GCR-Ec","Temperature",3,-5.99666388657215,-2.70464288955308,0.826209327385181,0.673141030318939,1.01571886030851,"Threshold"
"3GCR-Ec","Temperature",3,-5.95496246872394,-2.69867976796056,0.827113940582762,0.67445634251818,1.01593653396812,"Threshold"
"3GCR-Ec","Temperature",3,-5.91326105087573,-2.69271664636805,0.82801852661263,0.675768911219621,1.01615891007252,"Threshold"
"3GCR-Ec","Temperature",3,-5.87155963302753,-2.68675352477554,0.828923070631067,0.677078708298372,1.01638597003314,"Threshold"
"3GCR-Ec","Temperature",3,-5.82985821517932,-2.68079040318303,0.829827557794359,0.678385705629541,1.01661769526147,"Threshold"
"3GCR-Ec","Temperature",3,-5.78815679733111,-2.67482728159051,0.830731973258788,0.679689875088238,1.01685406716895,"Threshold"
"3GCR-Ec","Temperature",3,-5.7464553794829,-2.668864159998,0.831636302180639,0.680991188549571,1.01709506716704,"Threshold"
"3GCR-Ec","Temperature",3,-5.7047539616347,-2.66290103840549,0.832540529716196,0.682289617888648,1.0173406766672,"Threshold"
"3GCR-Ec","Temperature",3,-5.66305254378649,-2.65693791681297,0.833444641021743,0.683585134980579,1.01759087708089,"Threshold"
"3GCR-Ec","Temperature",3,-5.62135112593828,-2.65097479522046,0.834348621253564,0.684877711700472,1.01784564981957,"Threshold"
"3GCR-Ec","Temperature",3,-5.57964970809008,-2.64501167362795,0.835252455567942,0.686167319923436,1.01810497629469,"Threshold"
"3GCR-Ec","Temperature",3,-5.53794829024187,-2.63904855203543,0.836156129121161,0.68745393152458,1.01836883791771,"Threshold"
"3GCR-Ec","Temperature",3,-5.49624687239366,-2.63308543044292,0.837059627069506,0.688737518379012,1.01863721610009,"Threshold"
"3GCR-Ec","Temperature",3,-5.45454545454546,-2.62712230885041,0.83796293456926,0.690018052361841,1.01891009225329,"Threshold"
"3GCR-Ec","Temperature",3,-5.41284403669725,-2.6211591872579,0.838866036776708,0.691295505348177,1.01918744778876,"Threshold"
"3GCR-Ec","Temperature",3,-5.37114261884904,-2.61519606566538,0.839768918848133,0.692569849213127,1.01946926411797,"Threshold"
"3GCR-Ec","Temperature",3,-5.32944120100083,-2.60923294407287,0.840671565939819,0.6938410558318,1.01975552265237,"Threshold"
"3GCR-Ec","Temperature",3,-5.28773978315263,-2.60326982248036,0.841574445074501,0.695110118902195,1.02004666957529,"Threshold"
"3GCR-Ec","Temperature",3,-5.24603836530442,-2.59730670088784,0.842478006892905,0.696377993111129,1.02034314073635,"Threshold"
"3GCR-Ec","Temperature",3,-5.20433694745621,-2.59134357929533,0.843382211978295,0.697644591816944,1.02064490204647,"Threshold"
"3GCR-Ec","Temperature",3,-5.16263552960801,-2.58538045770282,0.844287020913936,0.698909828377983,1.02095191941656,"Threshold"
"3GCR-Ec","Temperature",3,-5.1209341117598,-2.57941733611031,0.845192394283093,0.700173616152585,1.02126415875754,"Threshold"
"3GCR-Ec","Temperature",3,-5.07923269391159,-2.57345421451779,0.846098292669033,0.701435868499091,1.02158158598031,"Threshold"
"3GCR-Ec","Temperature",3,-5.03753127606339,-2.56749109292528,0.847004676655021,0.702696498775844,1.0219041669958,"Threshold"
"3GCR-Ec","Temperature",3,-4.99582985821518,-2.56152797133277,0.847911506824321,0.703955420341185,1.02223186771491,"Threshold"
"3GCR-Ec","Temperature",3,-4.95412844036697,-2.55556484974025,0.848818743760199,0.705212546553454,1.02256465404856,"Threshold"
"3GCR-Ec","Temperature",3,-4.91242702251877,-2.54960172814774,0.849726348045922,0.706467790770993,1.02290249190766,"Threshold"
"3GCR-Ec","Temperature",3,-4.87072560467056,-2.54363860655523,0.850634280264753,0.707721066352143,1.02324534720312,"Threshold"
"3GCR-Ec","Temperature",3,-4.82902418682236,-2.53767548496272,0.851542500999959,0.708972286655245,1.02359318584586,"Threshold"
"3GCR-Ec","Temperature",3,-4.78732276897414,-2.5317123633702,0.852450970834804,0.710221365038642,1.0239459737468,"Threshold"
"3GCR-Ec","Temperature",3,-4.74562135112594,-2.52574924177769,0.853359650352555,0.711468214860672,1.02430367681683,"Threshold"
"3GCR-Ec","Temperature",3,-4.70391993327773,-2.51978612018518,0.854268500136476,0.71271274947968,1.02466626096689,"Threshold"
"3GCR-Ec","Temperature",3,-4.66221851542952,-2.51382299859266,0.855177480769834,0.713954882254004,1.02503369210787,"Threshold"
"3GCR-Ec","Temperature",3,-4.62051709758132,-2.50785987700015,0.856086552835893,0.715194526541988,1.0254059361507,"Threshold"
"3GCR-Ec","Temperature",3,-4.57881567973311,-2.50189675540764,0.856995676917918,0.716431595701971,1.02578295900629,"Threshold"
"3GCR-Ec","Temperature",3,-4.53711426188491,-2.49593363381512,0.857904813599175,0.717666003092295,1.02616472658555,"Threshold"
"3GCR-Ec","Temperature",3,-4.4954128440367,-2.48997051222261,0.85881392346293,0.718897662071301,1.02655120479939,"Threshold"
"3GCR-Ec","Temperature",3,-4.45371142618849,-2.4840073906301,0.859722967092448,0.720126485997331,1.02694235955873,"Threshold"
"3GCR-Ec","Temperature",3,-4.41201000834029,-2.47804426903759,0.860631905070994,0.721352388228726,1.02733815677447,"Threshold"
"3GCR-Ec","Temperature",3,-4.37030859049208,-2.47208114744507,0.861540697981834,0.722575282123827,1.02773856235754,"Threshold"
"3GCR-Ec","Temperature",3,-4.32860717264387,-2.46611802585256,0.862449306408233,0.723795081040975,1.02814354221885,"Threshold"
"3GCR-Ec","Temperature",3,-4.28690575479567,-2.46015490426005,0.863357690933456,0.725011698338512,1.02855306226931,"Threshold"
"3GCR-Ec","Temperature",3,-4.24520433694746,-2.45419178266753,0.864265812140769,0.726225047374778,1.02896708841983,"Threshold"
"3GCR-Ec","Temperature",3,-4.20350291909925,-2.44822866107502,0.865173630613437,0.727435041508116,1.02938558658133,"Threshold"
"3GCR-Ec","Temperature",3,-4.16180150125104,-2.44226553948251,0.866081106934725,0.728641594096866,1.02980852266471,"Threshold"
"3GCR-Ec","Temperature",3,-4.12010008340284,-2.43630241789,0.8669882016879,0.729844618499369,1.0302358625809,"Threshold"
"3GCR-Ec","Temperature",3,-4.07839866555463,-2.43033929629748,0.867894875456226,0.731044028073967,1.03066757224081,"Threshold"
"3GCR-Ec","Temperature",3,-4.03669724770642,-2.42437617470497,0.868801088822968,0.732239736179001,1.03110361755534,"Threshold"
"3GCR-Ec","Temperature",3,-3.99499582985822,-2.41841305311246,0.869706802371393,0.733431656172812,1.03154396443542,"Threshold"
"3GCR-Ec","Temperature",3,-3.95329441201001,-2.41244993151994,0.870611976684765,0.734619701413742,1.03198857879195,"Threshold"
"3GCR-Ec","Temperature",3,-3.9115929941618,-2.40648680992743,0.87151657234635,0.735803785260131,1.03243742653585,"Threshold"
"3GCR-Ec","Temperature",3,-3.8698915763136,-2.40052368833492,0.872420549939413,0.736983821070322,1.03289047357804,"Threshold"
"3GCR-Ec","Temperature",3,-3.82819015846539,-2.39456056674241,0.87332387004722,0.738159722202654,1.03334768582942,"Threshold"
"3GCR-Ec","Temperature",3,-3.78648874061718,-2.38859744514989,0.874226493253035,0.73933140201547,1.03380902920091,"Threshold"
"3GCR-Ec","Temperature",3,-3.74478732276898,-2.38263432355738,0.875129826971314,0.740501266211205,1.03427654343295,"Threshold"
"3GCR-Ec","Temperature",3,-3.70308590492077,-2.37667120196487,0.876035223841103,0.74167165077793,1.03475216045411,"Threshold"
"3GCR-Ec","Temperature",3,-3.66138448707256,-2.37070808037235,0.876942562282557,0.74284236450244,1.03523568445747,"Threshold"
"3GCR-Ec","Temperature",3,-3.61968306922436,-2.36474495877984,0.877851720715831,0.744013216171527,1.03572691963612,"Threshold"
"3GCR-Ec","Temperature",3,-3.57798165137615,-2.35878183718733,0.878762577561079,0.745184014571987,1.03622567018314,"Threshold"
"3GCR-Ec","Temperature",3,-3.53628023352794,-2.35281871559481,0.879675011238457,0.746354568490614,1.03673174029162,"Threshold"
"3GCR-Ec","Temperature",3,-3.49457881567974,-2.3468555940023,0.880588900168119,0.7475246867142,1.03724493415465,"Threshold"
"3GCR-Ec","Temperature",3,-3.45287739783153,-2.34089247240979,0.88150412277022,0.748694178029542,1.03776505596532,"Threshold"
"3GCR-Ec","Temperature",3,-3.41117597998332,-2.33492935081728,0.882420557464914,0.749862851223432,1.0382919099167,"Threshold"
"3GCR-Ec","Temperature",3,-3.36947456213511,-2.32896622922476,0.883338082672357,0.751030515082665,1.03882530020188,"Threshold"
"3GCR-Ec","Temperature",3,-3.32777314428691,-2.32300310763225,0.884256576812702,0.752196978394034,1.03936503101396,"Threshold"
"3GCR-Ec","Temperature",3,-3.2860717264387,-2.31703998603974,0.885175918306106,0.753362049944335,1.03991090654601,"Threshold"
"3GCR-Ec","Temperature",3,-3.2443703085905,-2.31107686444722,0.886095985572723,0.754525538520361,1.04046273099113,"Threshold"
"3GCR-Ec","Temperature",3,-3.20266889074229,-2.30511374285471,0.887016657032707,0.755687252908905,1.0410203085424,"Threshold"
"3GCR-Ec","Temperature",3,-3.16096747289408,-2.2991506212622,0.887937811106214,0.756847001896763,1.0415834433929,"Threshold"
"3GCR-Ec","Temperature",3,-3.11926605504588,-2.29318749966969,0.888859326213397,0.758004594270728,1.04215193973573,"Threshold"
"3GCR-Ec","Temperature",3,-3.07756463719767,-2.28722437807717,0.889781080774412,0.759159838817595,1.04272560176396,"Threshold"
"3GCR-Ec","Temperature",3,-3.03586321934946,-2.28126125648466,0.890702953209414,0.760312544324157,1.04330423367069,"Threshold"
"3GCR-Ec","Temperature",3,-2.99416180150125,-2.27529813489215,0.891624821938558,0.761462519577208,1.043887639649,"Threshold"
"3GCR-Ec","Temperature",3,-2.95246038365305,-2.26933501329963,0.892546565381997,0.762609573363543,1.04447562389197,"Threshold"
"3GCR-Ec","Temperature",3,-2.91075896580484,-2.26337189170712,0.893468061959888,0.763753514469956,1.0450679905927,"Threshold"
"3GCR-Ec","Temperature",3,-2.86905754795663,-2.25740877011461,0.894389190092384,0.764894151683241,1.04566454394426,"Threshold"
"3GCR-Ec","Temperature",3,-2.82735613010842,-2.2514456485221,0.895309828199641,0.766031293790191,1.04626508813976,"Threshold"
"3GCR-Ec","Temperature",3,-2.78565471226022,-2.24548252692958,0.896229854701812,0.767164749577602,1.04686942737226,"Threshold"
"3GCR-Ec","Temperature",3,-2.74395329441201,-2.23951940533707,0.897149148019054,0.768294327832266,1.04747736583486,"Threshold"
"3GCR-Ec","Temperature",3,-2.70225187656381,-2.23355628374456,0.898067586571521,0.769419837340979,1.04808870772064,"Threshold"
"3GCR-Ec","Temperature",3,-2.6605504587156,-2.22759316215204,0.898985048779368,0.770541086890534,1.04870325722269,"Threshold"
"3GCR-Ec","Temperature",3,-2.61884904086739,-2.22163004055953,0.899901413062748,0.771657885267725,1.0493208185341,"Threshold"
"3GCR-Ec","Temperature",3,-2.57714762301918,-2.21566691896702,0.900816557841818,0.772770041259346,1.04994119584795,"Threshold"
"3GCR-Ec","Temperature",3,-2.53544620517098,-2.2097037973745,0.901730361536732,0.773877363652193,1.05056419335733,"Threshold"
"3GCR-Ec","Temperature",3,-2.49374478732277,-2.20374067578199,0.902642702567645,0.774979661233057,1.05118961525532,"Threshold"
"3GCR-Ec","Temperature",3,-2.45204336947456,-2.19777755418948,0.903553459354711,0.776076742788734,1.05181726573501,"Threshold"
"3GCR-Ec","Temperature",3,-2.41034195162636,-2.19181443259697,0.904462510318085,0.777168417106018,1.05244694898949,"Threshold"
"3GCR-Ec","Temperature",3,-2.36864053377815,-2.18585131100445,0.905369733877922,0.778254492971703,1.05307846921184,"Threshold"
"3GCR-Ec","Temperature",3,-2.32693911592994,-2.17988818941194,0.906275008454377,0.779334779172583,1.05371163059515,"Threshold"
"3GCR-Ec","Temperature",3,-2.28523769808174,-2.17392506781943,0.907178212467605,0.780409084495451,1.0543462373325,"Threshold"
"3GCR-Ec","Temperature",3,-2.24353628023353,-2.16796194622691,0.90807922433776,0.781477217727103,1.05498209361699,"Threshold"
"3GCR-Ec","Temperature",3,-2.20183486238532,-2.1619988246344,0.908977922484997,0.782538987654332,1.05561900364169,"Threshold"
"3GCR-Ec","Temperature",3,-2.16013344453712,-2.15603570304189,0.909876678740024,0.783593989690032,1.05626544660417,"Threshold"
"3GCR-Ec","Temperature",3,-2.11843202668891,-2.15007258144938,0.910777831678684,0.784642095349336,1.05692947818732,"Threshold"
"3GCR-Ec","Temperature",3,-2.0767306088407,-2.14410945985686,0.911681209838832,0.785683527572397,1.05761026731229,"Threshold"
"3GCR-Ec","Temperature",3,-2.03502919099249,-2.13814633826435,0.912586641758325,0.786718509299369,1.05830698290021,"Threshold"
"3GCR-Ec","Temperature",3,-1.99332777314429,-2.13218321667184,0.913493955975018,0.787747263470402,1.0590187938722,"Threshold"
"3GCR-Ec","Temperature",3,-1.95162635529608,-2.12622009507932,0.914402981026766,0.788770013025652,1.05974486914939,"Threshold"
"3GCR-Ec","Temperature",3,-1.90992493744788,-2.12025697348681,0.915313545451428,0.78978698090527,1.06048437765293,"Threshold"
"3GCR-Ec","Temperature",3,-1.86822351959967,-2.1142938518943,0.916225477786858,0.79079839004941,1.06123648830393,"Threshold"
"3GCR-Ec","Temperature",3,-1.82652210175146,-2.10833073030179,0.917138606570911,0.791804463398224,1.06200037002354,"Threshold"
"3GCR-Ec","Temperature",3,-1.78482068390325,-2.10236760870927,0.918052760341446,0.792805423891865,1.06277519173287,"Threshold"
"3GCR-Ec","Temperature",3,-1.74311926605505,-2.09640448711676,0.918967767636316,0.793801494470486,1.06356012235306,"Threshold"
"3GCR-Ec","Temperature",3,-1.70141784820684,-2.09044136552425,0.919883456993378,0.794792898074241,1.06435433080525,"Threshold"
"3GCR-Ec","Temperature",3,-1.65971643035864,-2.08447824393173,0.920799656950489,0.795779857643281,1.06515698601056,"Threshold"
"3GCR-Ec","Temperature",3,-1.61801501251043,-2.07851512233922,0.921716196045504,0.79676259611776,1.06596725689012,"Threshold"
"3GCR-Ec","Temperature",3,-1.57631359466222,-2.07255200074671,0.922632902816278,0.79774133643783,1.06678431236507,"Threshold"
"3GCR-Ec","Temperature",3,-1.53461217681402,-2.0665888791542,0.923549605800669,0.798716301543646,1.06760732135653,"Threshold"
"3GCR-Ec","Temperature",3,-1.4929107589658,-2.06062575756168,0.924466133536533,0.799687714375358,1.06843545278564,"Threshold"
"3GCR-Ec","Temperature",3,-1.4512093411176,-2.05466263596917,0.925382314561724,0.800655797873121,1.06926787557353,"Threshold"
"3GCR-Ec","Temperature",3,-1.40950792326939,-2.04869951437666,0.926297977414099,0.801620774977087,1.07010375864132,"Threshold"
"3GCR-Ec","Temperature",3,-1.36780650542119,-2.04273639278414,0.927212950631514,0.802582868627409,1.07094227091016,"Threshold"
"3GCR-Ec","Temperature",3,-1.32610508757298,-2.03677327119163,0.928127062751825,0.80354230176424,1.07178258130116,"Threshold"
"3GCR-Ec","Temperature",3,-1.28440366972477,-2.03081014959912,0.929040142312888,0.804499297327733,1.07262385873546,"Threshold"
