"Bacteria","Model","Climate_Variable","Lag_Years","x_value","x_scaled","OR","Lower_95CI","Upper_95CI","Relationship_Type"
"3GCR-Ec","Model A","Temperature",3,-8.58215179316097,-3.07435642828888,0.748661912611656,0.558157026343756,1.00465228529803,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.54045037531276,-3.06839330669636,0.749533583707867,0.559647187257652,1.00442399599932,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.49874895746455,-3.06243018510385,0.750405916199436,0.561135220514919,1.00420207886112,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.45704753961635,-3.05646706351134,0.751278915039689,0.562621145615107,1.0039865385422,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.41534612176814,-3.05050394191883,0.752152534659673,0.56410477552065,1.00377734224857,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.37364470391994,-3.04454082032631,0.7530267253151,0.565585906742189,1.0035744531923,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.33194328607173,-3.0385776987338,0.753901485696294,0.567064534101585,1.00337787004125,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.29024186822352,-3.03261457714129,0.754776814493581,0.568540652420698,1.00318759146325,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.24854045037531,-3.02665145554877,0.755652710397286,0.57001425652139,1.00300361612615,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.20683903252711,-3.02068833395626,0.756529172097735,0.571485341225521,1.0028259426978,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.1651376146789,-3.01472521236375,0.757406198285252,0.572953901354952,1.00265456984605,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.12343619683069,-3.00876209077124,0.758283787650165,0.574419931731543,1.00248949623873,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.08173477898249,-3.00279896917872,0.759161938882797,0.575883427177155,1.0023307205437,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-8.04003336113428,-2.99683584758621,0.760040650673474,0.577344382513649,1.00217824142879,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.99833194328607,-2.9908727259937,0.760919921712522,0.578802792562884,1.00203205756186,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.95663052543787,-2.98490960440118,0.761799750690267,0.580258652146723,1.00189216761075,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.91492910758966,-2.97894648280867,0.762680136297033,0.581711956087026,1.0017585702433,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.87322768974145,-2.97298336121616,0.763561077223146,0.583162699205652,1.00163126412736,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.83152627189325,-2.96702023962365,0.764442572158931,0.584610876324464,1.00151024793078,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.78982485404504,-2.96105711803113,0.765324619794714,0.586056482265321,1.0013955203214,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.74812343619683,-2.95509399643862,0.76620721882082,0.587499511850084,1.00128707996707,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.70642201834863,-2.94913087484611,0.767090367927575,0.588939959900614,1.00118492553563,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.66472060050042,-2.94316775325359,0.767974065805304,0.590377821238772,1.00108905569492,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.62301918265221,-2.93720463166108,0.768858311144333,0.591813090686417,1.0009994691128,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.58131776480401,-2.93124151006857,0.769743102634986,0.593245763065412,1.00091616445711,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.5396163469558,-2.92527838847605,0.77062843896759,0.594675833197616,1.00083914039568,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.49791492910759,-2.91931526688354,0.771514318832469,0.59610329590489,1.00076839559638,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.45621351125938,-2.91335214529103,0.772400740919949,0.597528146009095,1.00070392872704,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.41451209341118,-2.90738902369852,0.773287703920356,0.598950378332091,1.00064573845551,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.37281067556297,-2.901425902106,0.774175206524015,0.60036998769574,1.00059382344963,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.33110925771476,-2.89546278051349,0.775063247421251,0.601786968921901,1.00054818237726,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.28940783986656,-2.88949965892098,0.77595182530239,0.603201316832435,1.00050881390623,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.24770642201835,-2.88353653732846,0.776840938857758,0.604613026249204,1.00047571670439,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.20600500417014,-2.87757341573595,0.777730586777678,0.606022091994067,1.00044888943958,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.16430358632194,-2.87161029414344,0.778620767752478,0.607428508888885,1.00042833077966,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.12260216847373,-2.86564717255093,0.779511480472482,0.60883227175552,1.00041403939246,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.08090075062552,-2.85968405095841,0.780402723628016,0.610233375415831,1.00040601394584,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-7.03919933277732,-2.8537209293659,0.781294495909405,0.611631814691679,1.00040425310763,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.99749791492911,-2.84775780777339,0.782186796006975,0.613027584404926,1.00040875554569,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.95579649708091,-2.84179468618087,0.783079622611051,0.614420679377431,1.00041951992785,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.91409507923269,-2.83583156458836,0.783972974411959,0.615811094431055,1.00043654492197,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.87239366138449,-2.82986844299585,0.784866921512111,0.617199029002093,1.00045998600556,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.83069224353628,-2.82390532140333,0.785761530075582,0.618584672823449,1.00048998830939,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.78899082568807,-2.81794219981082,0.786656792885184,0.619968006161899,1.00052653498118,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.74728940783987,-2.81197907821831,0.787552702723732,0.621349009284218,1.00056960916862,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.70558798999166,-2.8060159566258,0.788449252374039,0.62272766245718,1.00061919401944,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.66388657214346,-2.80005283503328,0.789346434618918,0.624103945947562,1.00067527268133,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.62218515429525,-2.79408971344077,0.790244242241183,0.625477840022138,1.00073782830202,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.58048373644704,-2.78812659184826,0.791142668023649,0.626849324947684,1.00080684402922,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.53878231859884,-2.78216347025574,0.792041704749128,0.628218380990974,1.00088230301063,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.49708090075063,-2.77620034866323,0.792941345200434,0.629584988418784,1.00096418839396,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.45537948290242,-2.77023722707072,0.793841582160381,0.630949127497889,1.00105248332692,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.41367806505422,-2.76427410547821,0.794742408411783,0.632310778495065,1.00114717095724,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.37197664720601,-2.75831098388569,0.795643816737454,0.633669921677087,1.0012482344326,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.3302752293578,-2.75234786229318,0.796545799920206,0.635026537310729,1.00135565690074,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.28857381150959,-2.74638474070067,0.797448350742854,0.636380605662767,1.00146942150935,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.24687239366139,-2.74042161910815,0.798351461988211,0.637732106999976,1.00158951140614,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.20517097581318,-2.73445849751564,0.799255126439091,0.639081021589132,1.00171590973884,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.16346955796497,-2.72849537592313,0.800159336878308,0.640427329697009,1.00184859965514,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.12176814011677,-2.72253225433062,0.801064086088676,0.641771011590384,1.00198756430276,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.08006672226856,-2.7165691327381,0.801969366853007,0.64311204753603,1.00213278682941,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-6.03836530442035,-2.71060601114559,0.802875171954116,0.644450417800724,1.0022842503828,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.99666388657215,-2.70464288955308,0.803781494174816,0.64578610265124,1.00244193811065,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.95496246872394,-2.69867976796056,0.804688326297922,0.647119082354353,1.00260583316065,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.91326105087573,-2.69271664636805,0.805595661106246,0.64844933717684,1.00277591868052,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.87155963302753,-2.68675352477554,0.806503491382602,0.649776847385475,1.00295217781797,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.82985821517932,-2.68079040318303,0.807411809909805,0.651101593247033,1.00313459372072,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.78815679733111,-2.67482728159051,0.808320609470667,0.652423555028289,1.00332314953647,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.7464553794829,-2.668864159998,0.809229882848003,0.653742712996019,1.00351782841293,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.7047539616347,-2.66290103840549,0.810139622824625,0.655059047416999,1.00371861349782,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.66305254378649,-2.65693791681297,0.811049822183349,0.656372538558002,1.00392548793884,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.62135112593828,-2.65097479522046,0.811960473706987,0.657683166685805,1.0041384348837,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.57964970809008,-2.64501167362795,0.812871570178353,0.658990912067182,1.00435743748012,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.53794829024187,-2.63904855203543,0.813783104380261,0.660295754968909,1.00458247887581,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.49624687239366,-2.63308543044292,0.814695069095524,0.661597675657761,1.00481354221847,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.45454545454546,-2.62712230885041,0.815607457106956,0.662896654400513,1.00505061065582,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.41284403669725,-2.6211591872579,0.816520261197371,0.664192671463941,1.00529366733557,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.37114261884904,-2.61519606566538,0.817433474149582,0.665485707114819,1.00554269540542,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.32944120100083,-2.60923294407287,0.818347088746404,0.666775741619923,1.00579767801309,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.28773978315263,-2.60326982248036,0.819261331493706,0.668063533087848,1.00605896956696,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.24603836530442,-2.59730670088784,0.820176420973918,0.669349807789149,1.00632691879091,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.20433694745621,-2.59134357929533,0.821092338084695,0.670634498233539,1.00660150030588,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.16263552960801,-2.58538045770282,0.82200906372369,0.671917536930732,1.00688268873282,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.1209341117598,-2.57941733611031,0.822926578788558,0.673198856390442,1.00717045869267,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.07923269391159,-2.57345421451779,0.823844864176951,0.674478389122382,1.0074647848064,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-5.03753127606339,-2.56749109292528,0.824763900786523,0.675756067636266,1.00776564169494,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.99582985821518,-2.56152797133277,0.82568366951493,0.677031824441807,1.00807300397925,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.95412844036697,-2.55556484974025,0.826604151259823,0.678305592048721,1.00838684628027,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.91242702251877,-2.54960172814774,0.827525326918858,0.679577302966719,1.00870714321895,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.87072560467056,-2.54363860655523,0.828447177389687,0.680846889705516,1.00903386941624,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.82902418682236,-2.53767548496272,0.829369683569965,0.682114284774825,1.0093669994931,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.78732276897414,-2.5317123633702,0.830292826357345,0.683379420684361,1.00970650807046,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.74562135112594,-2.52574924177769,0.831216586649482,0.684642229943837,1.01005236976927,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.70391993327773,-2.51978612018518,0.832140945344029,0.685902645062966,1.01040455921049,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.66221851542952,-2.51382299859266,0.833065883338639,0.687160598551463,1.01076305101507,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.62051709758132,-2.50785987700015,0.833991381530968,0.688416022919041,1.01112781980395,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.57881567973311,-2.50189675540764,0.834917420818667,0.689668850675414,1.01149884019808,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.53711426188491,-2.49593363381512,0.835843982099392,0.690919014330295,1.01187608681841,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.4954128440367,-2.48997051222261,0.836771046270797,0.692166446393398,1.01225953428588,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.45371142618849,-2.4840073906301,0.837698594230533,0.693411079374437,1.01264915722145,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.41201000834029,-2.47804426903759,0.838626606876257,0.694652845783125,1.01304493024607,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.37030859049208,-2.47208114744507,0.839555065105621,0.695891678129177,1.01344682798068,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.32860717264387,-2.46611802585256,0.84048394981628,0.697127508922306,1.01385482504624,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.28690575479567,-2.46015490426005,0.841413241905886,0.698360270672225,1.01426889606368,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.24520433694746,-2.45419178266753,0.842342922272094,0.699589895888648,1.01468901565396,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.20350291909925,-2.44822866107502,0.843272971812559,0.70081631708129,1.01511515843804,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.16180150125104,-2.44226553948251,0.844203371424932,0.702039466759864,1.01554729903684,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.12010008340284,-2.43630241789,0.845134102006869,0.703259277434082,1.01598541207134,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.07839866555463,-2.43033929629748,0.846065144456023,0.70447568161366,1.01642947216247,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-4.03669724770642,-2.42437617470497,0.846996479670048,0.705688611808311,1.01687945393118,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.99499582985822,-2.41841305311246,0.847928088546597,0.706898000527749,1.01733533199842,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.95329441201001,-2.41244993151994,0.848859951983325,0.708103780281686,1.01779708098514,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.9115929941618,-2.40648680992743,0.849792050877885,0.709305883579838,1.01826467551228,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.8698915763136,-2.40052368833492,0.850724366127932,0.710504242931917,1.01873809020081,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.82819015846539,-2.39456056674241,0.851656878631118,0.711698790847637,1.01921729967166,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.78648874061718,-2.38859744514989,0.852589569285098,0.712889459836713,1.01970227854578,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.74478732276898,-2.38263432355738,0.85352312395617,0.714077832734374,1.0201949364718,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.70308590492077,-2.37667120196487,0.85445820168575,0.715265459445338,1.02069707417997,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.66138448707256,-2.37070808037235,0.855394743134164,0.716452223083554,1.0212085029137,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.61968306922436,-2.36474495877984,0.856332688961741,0.717638006762968,1.02172903391638,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.57798165137615,-2.35878183718733,0.857271979828809,0.718822693597526,1.02225847843142,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.53628023352794,-2.35281871559481,0.858212556395694,0.720006166701176,1.02279664770222,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.49457881567974,-2.3468555940023,0.859154359322725,0.721188309187866,1.02334335297217,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.45287739783153,-2.34089247240979,0.86009732927023,0.722369004171541,1.02389840548469,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.41117597998332,-2.33492935081728,0.861041406898536,0.723548134766149,1.02446161648316,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.36947456213511,-2.32896622922476,0.861986532867972,0.724725584085638,1.025032797211,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.32777314428691,-2.32300310763225,0.862932647838864,0.725901235243952,1.0256117589116,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.2860717264387,-2.31703998603974,0.86387969247154,0.727074971355041,1.02619831282836,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.2443703085905,-2.31107686444722,0.864827607426329,0.728246675532851,1.02679227020469,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.20266889074229,-2.30511374285471,0.865776333363557,0.729416230891329,1.02739344228398,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.16096747289408,-2.2991506212622,0.866725810943554,0.730583520544422,1.02800164030964,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.11926605504588,-2.29318749966969,0.867675980826646,0.731748427606076,1.02861667552507,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.07756463719767,-2.28722437807717,0.868626783673161,0.73291083519024,1.02923835917367,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-3.03586321934946,-2.28126125648466,0.869578160143427,0.734070626410859,1.02986650249884,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.99416180150125,-2.27529813489215,0.870530050897771,0.735227684381881,1.03050091674398,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.95246038365305,-2.26933501329963,0.871482396596522,0.736381892217253,1.03114141315249,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.91075896580484,-2.26337189170712,0.872435137900008,0.737533133030922,1.03178780296777,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.86905754795663,-2.25740877011461,0.873388215468555,0.738681289936835,1.03243989743323,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.82735613010842,-2.2514456485221,0.874341569962492,0.739826246048938,1.03309750779227,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.78565471226022,-2.24548252692958,0.875295142042146,0.74096788448118,1.03376044528828,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.74395329441201,-2.23951940533707,0.876248872367845,0.742106088347506,1.03442852116467,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.70225187656381,-2.23355628374456,0.877202701599917,0.743240740761864,1.03510154666484,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.6605504587156,-2.22759316215204,0.87815657039869,0.744371724838201,1.03577933303219,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.61884904086739,-2.22163004055953,0.879110419424491,0.745498923690463,1.03646169151011,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.57714762301918,-2.21566691896702,0.880064189337648,0.746622220432599,1.03714843334202,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.53544620517098,-2.2097037973745,0.881017820798489,0.747741498178554,1.03783936977132,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.49374478732277,-2.20374067578199,0.881971254467341,0.748856640042276,1.0385343120414,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.45204336947456,-2.19777755418948,0.882924431004532,0.749967529137712,1.03923307139566,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.41034195162636,-2.19181443259697,0.883877291070391,0.751074048578809,1.03993545907751,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.36864053377815,-2.18585131100445,0.884829775325244,0.752176081479513,1.04064128633034,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.32693911592994,-2.17988818941194,0.88578182442942,0.753273510953773,1.04135036439757,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.28523769808174,-2.17392506781943,0.886733379043246,0.754366220115534,1.04206250452258,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.24353628023353,-2.16796194622691,0.88768437982705,0.755454092078743,1.04277751794879,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.20183486238532,-2.1619988246344,0.88863476744116,0.756537009957349,1.04349521591958,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.16013344453712,-2.15603570304189,0.88958572363146,0.757612395057564,1.04422484409456,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.11843202668891,-2.15007258144938,0.890538411995266,0.758678022506375,1.04497515489107,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.0767306088407,-2.14410945985686,0.891492745970052,0.759734306148885,1.04574521968914,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-2.03502919099249,-2.13814633826435,0.892448638993292,0.7607816598302,1.04653410986882,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-1.99332777314429,-2.13218321667184,0.89340600450246,0.761820497395424,1.04734089681015,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-1.95162635529608,-2.12622009507932,0.894364755935029,0.76285123268966,1.04816465189316,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-1.90992493744788,-2.12025697348681,0.895324806728473,0.763874279558015,1.04900444649789,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-1.86822351959967,-2.1142938518943,0.896286070320267,0.764890051845592,1.04985935200439,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-1.82652210175146,-2.10833073030179,0.897248460147883,0.765898963397496,1.0507284397927,"Threshold"
"3GCR-Ec","Model A","Temperature",3,-1.78482068390325,-2.10236760870927,0.898211889648797,0.766901428058831,1.05161078124284,"Threshold"
